  136 0.970 0.014  0.972 0.088  1.037 0.018  0.987 0.015  1.055 0.017  1.034 0.018  -0.0676 0.0019
  144 0.990 0.004  0.961 0.039  1.022 0.004  1.025 0.001  1.074 0.002  1.071 0.006  -0.0324 0.0004
  149 0.984 0.004  1.122 0.036  1.318 0.002  1.347 0.001  1.277 0.008  1.316 0.008  -0.3351 0.0060
  161 0.937 0.002  0.    0.     0.962 0.005  0.884 0.016  0.966 0.017  0.992 0.006  -0.0247 0.0029
  167 1.004 0.012  1.121 0.002  1.245 0.006  1.181 0.001  1.148 0.074  1.229 0.024  -0.2415 0.0027
  169 1.022 0.004  1.199 0.004  1.382 0.     1.333 0.008  1.344 0.002  1.385 0.014  -0.3607 0.0033
  170 1.001 0.013  0.    0.     1.302 0.011  1.133 0.013  1.255 0.012  1.273 0.013  -0.3015 0.0065
  172 1.022 0.004  1.160 0.023  1.238 0.003  1.253 0.001  1.254 0.002  1.313 0.003  -0.2157 0.0002
  174 1.122 0.001  1.126 0.002  1.344 0.002  1.455 0.007  1.351 0.008  1.389 0.007  -0.2220 0.0046
  178 0.999 0.036  1.137 0.041  1.387 0.030  1.288 0.042  1.310 0.047  1.367 0.050  -0.3891 0.0228
  180 1.101 0.025  0.    0.     1.307 0.037  1.178 0.030  1.181 0.022  1.142 0.035  -0.2056 0.0051
  181 0.971 0.003  1.007 0.004  1.069 0.005  1.068 0.005  1.098 0.004  1.105 0.005  -0.0984 0.0022
  182 1.072 0.023  1.157 0.021  1.270 0.031  1.166 0.025  1.163 0.023  1.189 0.030  -0.1985 0.0015
  183 1.124 0.004  1.237 0.011  1.272 0.017  1.244 0.011  1.183 0.044  1.181 0.009  -0.1475 0.0190
  189 1.011 0.040  1.151 0.038  1.327 0.002  1.367 0.050  1.355 0.008  1.354 0.005  -0.3170 0.0337
  192 1.012 0.005  1.091 0.013  1.279 0.025  1.306 0.018  1.295 0.016  1.317 0.028  -0.2675 0.0123
  197 0.986 0.029  1.123 0.016  1.329 0.011  1.389 0.050  1.374 0.001  1.337 0.002  -0.3433 0.0113
  201 1.065 0.     0.    0.     1.119 0.001  1.094 0.006  1.239 0.     1.256 0.007  -0.0548 0.0002
  202 0.978 0.021  1.054 0.019  1.270 0.029  1.179 0.021  1.180 0.020  1.211 0.029  -0.2933 0.0007
  204 1.063 0.002  1.173 0.001  1.247 0.017  1.238 0.002  1.230 0.002  1.243 0.002  -0.1843 0.0201
  215 1.002 0.004  1.160 0.051  1.305 0.006  1.262 0.001  1.256 0.010  1.278 0.018  -0.3034 0.0038
  218 1.092 0.057  1.184 0.058  1.317 0.016  1.343 0.040  1.312 0.007  1.339 0.033  -0.2258 0.0384
  221 0.931 0.     0.984 0.016  1.050 0.003  0.998 0.003  1.048 0.007  1.082 0.005  -0.1194 0.0025
  230 1.018 0.002  1.098 0.001  1.121 0.005  1.091 0.003  1.187 0.004  1.196 0.004  -0.1023 0.0074
  236 0.979 0.015  0.    0.     1.241 0.011  1.145 0.014  1.224 0.014  1.254 0.018  -0.2617 0.0095
  258 1.088 0.029  1.202 0.036  1.310 0.028  1.251 0.038  1.217 0.037  1.250 0.037  -0.2222 0.0101
  277 1.050 0.002  1.174 0.007  1.255 0.010  1.188 0.011  1.239 0.002  1.275 0.004  -0.2049 0.0074
  288 1.051 0.006  1.175 0.004  1.263 0.     1.189 0.010  1.185 0.007  1.208 0.016  -0.2131 0.0056
  295 0.971 0.009  1.020 0.069  1.254 0.040  1.172 0.026  1.206 0.040  1.175 0.015  -0.2844 0.0204
  305 1.001 0.001  1.130 0.054  1.298 0.006  1.271 0.002  1.282 0.009  1.310 0.002  -0.2969 0.0065
  312 1.081 0.022  0.    0.     1.232 0.031  1.141 0.024  1.147 0.021  1.160 0.029  -0.1515 0.0045
  321 1.124 0.010  1.222 0.120  1.298 0.007  1.184 0.002  1.293 0.002  1.277 0.003  -0.1740 0.0006
  328 1.013 0.012  0.    0.     1.067 0.039  1.047 0.025  1.162 0.038  1.176 0.016  -0.0541 0.0248
  340 1.129 0.004  1.295 0.011  1.373 0.014  1.317 0.001  1.229 0.024  1.305 0.012  -0.2440 0.0229
  347 1.019 0.005  1.027 0.064  1.057 0.006  1.046 0.014  1.173 0.010  1.168 0.015  -0.0382 0.0004
  351 1.068 0.001  1.161 0.010  1.286 0.006  1.224 0.010  1.195 0.011  1.231 0.007  -0.2185 0.0079
  359 1.058 0.004  1.017 0.035  1.089 0.012  1.129 0.002  1.268 0.004  1.308 0.001  -0.0318 0.0088
  369 1.052 0.006  0.    0.     1.164 0.003  1.135 0.011  1.237 0.006  1.278 0.014  -0.1120 0.0046
  371 1.064 0.002  1.157 0.004  1.217 0.002  1.168 0.     1.157 0.006  1.186 0.002  -0.1533 0.0060
  374 1.005 0.003  0.    0.     1.191 0.007  1.091 0.005  1.140 0.016  1.165 0.015  -0.1857 0.0047
  376 1.012 0.013  1.297 0.025  1.439 0.011  1.276 0.014  1.319 0.017  1.381 0.019  -0.4278 0.0090
  385 1.036 0.022  1.138 0.020  1.218 0.032  1.145 0.027  1.142 0.025  1.154 0.035  -0.1818 0.0040
  391 1.033 0.011  1.169 0.010  1.266 0.015  1.155 0.013  1.186 0.011  1.191 0.013  -0.2333 0.0012
  397 1.002 0.     1.046 0.016  1.089 0.050  1.049 0.001  1.008 0.     1.046 0.006  -0.0877 0.0007
  413 0.946 0.001  1.140 0.050  1.102 0.023  1.191 0.048  1.156 0.038  1.188 0.025  -0.1566 0.0242
  421 1.074 0.003  1.132 0.056  1.200 0.002  1.159 0.014  1.184 0.010  1.218 0.014  -0.1262 0.0031
  443 0.980 0.002  1.156 0.003  1.306 0.010  1.195 0.005  1.321 0.004  1.288 0.008  -0.3267 0.0099
  458 1.021 0.009  0.931 0.068  1.101 0.032  1.013 0.015  1.013 0.030  1.026 0.012  -0.0800 0.0211
  462 1.057 0.     1.160 0.002  1.219 0.013  1.175 0.007  1.206 0.     1.214 0.004  -0.1621 0.0132
  478 0.964 0.006  1.114 0.030  1.275 0.009  1.181 0.012  1.254 0.013  1.303 0.015  -0.3117 0.0019
  480 1.112 0.002  1.237 0.002  1.264 0.012  1.263 0.002  1.236 0.001  1.267 0.002  -0.1522 0.0149
  482 1.104 0.     1.239 0.     1.319 0.015  1.335 0.003  1.305 0.002  1.321 0.001  -0.2151 0.0163
  483 1.063 0.001  1.234 0.003  1.241 0.011  1.226 0.014  1.274 0.002  1.304 0.006  -0.1791 0.0112
  496 1.013 0.003  1.113 0.061  1.294 0.005  1.272 0.017  1.238 0.011  1.314 0.015  -0.2816 0.0021
  497 1.050 0.003  1.089 0.038  1.285 0.008  1.224 0.010  1.429 0.010  1.503 0.008  -0.2347 0.0028
  502 1.108 0.014  1.202 0.130  1.189 0.003  1.136 0.011  1.145 0.013  1.247 0.007  -0.0810 0.0158
  512 1.033 0.008  1.231 0.062  1.418 0.040  1.433 0.026  1.395 0.047  1.555 0.020  -0.3854 0.0377
  513 0.933 0.003  0.932 0.031  0.988 0.002  1.010 0.004  1.010 0.001  0.997 0.007  -0.0550 0.0009
  533 1.049 0.008  1.181 0.     1.249 0.004  1.179 0.002  1.168 0.002  1.195 0.007  -0.2004 0.0100
  540 1.036 0.007  1.256 0.021  1.482 0.013  1.362 0.014  1.413 0.011  1.475 0.011  -0.4458 0.0005
  542 0.920 0.014  1.028 0.025  1.103 0.002  1.107 0.007  1.046 0.036  1.138 0.005  -0.1844 0.0128
  556 1.021 0.     1.150 0.002  1.236 0.010  1.161 0.005  1.165 0.003  1.164 0.001  -0.2151 0.0102
  563 0.971 0.006  1.171 0.059  1.268 0.007  1.263 0.004  1.277 0.004  1.299 0.010  -0.2976 0.0025
  574 1.060 0.014  1.187 0.006  1.379 0.013  1.322 0.002  1.332 0.010  1.379 0.014  -0.3190 0.0057
  582 1.017 0.028  1.149 0.034  1.282 0.027  1.262 0.034  1.272 0.026  1.309 0.022  -0.2647 0.0116
  584 0.991 0.004  1.120 0.048  1.310 0.005  1.278 0.001  1.284 0.010  1.309 0.007  -0.3196 0.0030
  611 1.026 0.006  0.984 0.009  1.139 0.006  1.185 0.004  1.214 0.006  1.211 0.014  -0.1142 0.0112
  622 1.080 0.002  1.234 0.010  1.310 0.001  1.258 0.008  1.263 0.005  1.309 0.001  -0.2298 0.0019
  631 1.045 0.033  1.191 0.040  1.289 0.030  1.208 0.041  1.200 0.040  1.225 0.040  -0.2445 0.0131
  633 0.902 0.009  0.933 0.035  1.008 0.008  0.985 0.002  0.989 0.019  1.002 0.019  -0.1052 0.0009
  642 0.957 0.005  0.873 0.092  0.909 0.008  0.905 0.029  0.878 0.010  0.883 0.029   0.0479 0.0124
  645 1.070 0.008  1.282 0.100  1.282 0.027  1.270 0.044  1.213 0.130  1.160 0.061  -0.2125 0.0210
  658 1.106 0.009  1.206 0.004  1.270 0.020  1.197 0.017  1.107 0.110  1.161 0.093  -0.1640 0.0126
  661 0.958 0.     0.856 0.033  0.897 0.005  0.861 0.012  0.970 0.020  0.932 0.026   0.0607 0.0047
  674 1.040 0.005  1.089 0.042  1.150 0.007  1.148 0.054  1.160 0.     1.168 0.007  -0.1104 0.0008
  686 0.969 0.001  0.996 0.003  1.042 0.001  1.033 0.     1.035 0.001  1.027 0.003  -0.0734 0.0009
  714 1.057 0.002  1.184 0.002  1.278 0.001  1.263 0.001  1.300 0.003  1.305 0.003  -0.2208 0.0016
  755 1.080 0.013  1.110 0.034  1.418 0.004  1.272 0.002  1.396 0.     1.514 0.006  -0.3381 0.0065
  771 0.988 0.021  1.121 0.036  1.189 0.013  0.    0.     1.264 0.014  1.255 0.023  -0.2015 0.0064
  782 1.014 0.001  1.178 0.012  1.399 0.010  1.379 0.007  1.386 0.016  1.435 0.028  -0.3860 0.0156
  824 0.960 0.002  0.956 0.007  0.998 0.012  0.983 0.003  0.951 0.002  0.960 0.003  -0.0379 0.0110
  839 0.948 0.004  1.089 0.033  1.238 0.007  1.241 0.     1.252 0.007  1.263 0.002  -0.2908 0.0041
  849 1.064 0.004  0.    0.     1.143 0.008  1.218 0.013  1.306 0.005  1.350 0.013  -0.0798 0.0027
  851 0.915 0.001  0.973 0.045  1.168 0.017  1.057 0.015  1.258 0.004  1.239 0.028  -0.2541 0.0186
  858 0.973 0.012  1.048 0.009  1.196 0.012  1.174 0.013  1.086 0.022  1.119 0.007  -0.2244 0.0012
  888 0.998 0.004  1.084 0.008  1.201 0.003  1.226 0.002  1.204 0.002  1.254 0.009  -0.2041 0.0006
  951 0.961 0.015  1.176 0.016  1.299 0.007  1.317 0.032  1.329 0.034  1.355 0.038  -0.3384 0.0046
  974 1.028 0.005  1.144 0.001  1.253 0.006  1.243 0.004  1.258 0.002  1.284 0.003  -0.2262 0.0100
 1055 0.956 0.002  1.181 0.037  1.364 0.011  1.270 0.001  1.263 0.006  1.330 0.005  -0.4083 0.0023
 1058 0.940 0.003  1.173 0.036  1.305 0.007  1.279 0.020  1.266 0.029  1.362 0.027  -0.3650 0.0083
 1088 1.022 0.005  1.188 0.061  1.278 0.002  1.257 0.003  1.266 0.002  1.304 0.009  -0.2566 0.0045
 1140 1.025 0.004  1.162 0.023  1.305 0.005  1.356 0.001  1.277 0.021  1.348 0.002  -0.2803 0.0034
 1148 0.963 0.004  0.989 0.007  1.126 0.005  1.136 0.     1.145 0.005  1.157 0.006  -0.1632 0.0003
 1186 0.971 0.013  0.883 0.005  0.976 0.     1.012 0.007  0.990 0.010  1.028 0.011  -0.0058 0.0134
 1224 1.040 0.012  1.331 0.042  1.432 0.017  1.255 0.049  1.349 0.048  1.379 0.023  -0.3924 0.0080
 1245 1.024 0.002  1.157 0.030  1.296 0.042  1.320 0.009  1.460 0.012  1.386 0.017  -0.2724 0.0503
 1620 0.984 0.012  1.129 0.066  1.265 0.010  1.172 0.037  1.180 0.019  1.236 0.063  -0.2823 0.0028
