   1249 Rutherfordia       1932 VB    - - - - 
   1251 Hedera             1933 BE    0.355 - 
   1252 Celestia           1933 DG    0.211 2 
   1256 Normannia          1932 PD    0.038 - 
   1263 Varsavia           1933 FF    - - - - 
   1266 Tone               1927 BD    0.034 - 
   1268 Libya              1930 HJ    0.033 2 
   1269 Rollandia          1930 SH    - - - - 
   1274 Delportia          1932 WC    - - - - 
   1275 Cimbria            1932 WG    - - - - 
   1277 Dolores            1933 HA    - - - - 
   1280 Baillauda          1933 QB    - - - - 
   1284 Latvia             1933 OP    - - - - 
   1286 Banachiewicza      1933 QH    - - - - 
   1289 Kutaissi           1933 QR    0.158 - 
   1306 Scythia            1930 OB    - - - - 
   1307 Cimmeria           1930 UF    - - - - 
   1310 Villigera          1932 DB    - - - - 
   1314 Paula              1933 SC    - - - - 
   1317 Silvretta          1935 RC    - - - - 
   1326 Losaka             1934 NS    - - - - 
   1328 Devota             1925 UA    - - - - 
   1329 Eliane             1933 FL    - - - - 
   1330 Spiridonia         1925 DB    0.030 2 
   1331 Solvejg            1933 QS    - - - - 
   1336 Zeelandia          1934 RW    - - - - 
   1339 Desagneauxa        1934 XB    - - - - 
   1341 Edmee              1935 BA    - - - - 
   1342 Brabantia          1935 CV    - - - - 
   1345 Potomac            - - -      - - - - 
   1350 Rosselia           1934 TA    - - - - 
   1355 Magoeba            1935 HE    - - - - 
   1357 Khama              1935 ND    - - - - 
   1359 Prieska            1935 OC    - - - - 
   1362 Griqua             1935 QG1   0.055 1 
   1390 Abastumani         1935 TA    0.040 2 
   1391 Carelia            1936 DA    - - - - 
   1392 Pierre             1936 FO    - - - - 
   1401 Lavonne            1935 UD    - - - - 
   1415 Malautra           1937 EA    - - - - 
   1416 Renauxa            1937 EC    0.071 1 
   1418 Fayeta             - - -      - - - - 
   1422 Stromgrenia        1936 QF    - - - - 
   1434 Margot             1936 FD1   - - - - 
   1437 Diomedes           1937 PB    0.021 1 
   1439 Vogtia             1937 TE    - - - - 
   1442 Corvina            1937 YF    - - - - 
   1445 Konkolya           1938 AF    0.033 - 
   1453 Fennia             1938 ED1   - - - - 
   1456 Saldanha           1937 NG    - - - - 
   1461 Jean-Jacques       1937 YL    0.138 2 
   1467 Mashona            1938 OE    - - - - 
   1474 Beira              1935 QY    - - - - 
   1477 Bonsdorffia        1938 CC    - - - - 
   1479 Inkeri             1938 DE    - - - - 
   1493 Sigrid             1938 QB    0.037 2 
   1500 Jyvaskyla          1938 UH    - - - - 
   1504 Lappeenranta       1939 FM    - - - - 
   1508 Kemi               1938 UP    - - - - 
   1509 Esclangona         1938 YG    - - - - 
   1512 Oulu               1939 FE    0.025 - 
   1529 Oterma             1938 BC    0.029 - 
   1532 Inari              1938 SM    - - - - 
   1533 Saimaa             1939 BD    - - - - 
   1547 Nele               1929 CZ    - - - - 
   1556 Wingolfia          1942 AA    - - - - 
   1564 Srbija             1936 TB    - - - - 
   1566 Icarus             1949 MA    - - - - 
   1567 Alikoski           1941 HN    0.033 1 
   1576 Fabiola            1948 SA    0.076 - 
   1578 Kirkwood           1951 AT    0.030 - 
   1579 Herrick            1948 SB    - - - - 
   1580 Betulia            1950 KA    - - - - 
   1581 Abanderada         1950 LA1   - - - - 
   1583 Antilochus         1950 SA    0.027 - 
   1584 Fuji               1927 CR    - - - - 
   1595 Tanga              1930 ME    - - - - 
   1601 Patry              1942 KA    - - - - 
   1602 Indiana            1950 GF    0.216 - 
   1604 Tombaugh           1931 FH    - - - - 
   1606 Jekhovsky          1950 RH    - - - - 
   1615 Bardwell           1950 BW    0.066 - 
   1619 Ueta               1953 TA    - - - - 
   1620 Geographos         1951 RA    0.187 - 
   1621 Druzhba            1926 TM    - - - - 
   1625 The NORC           1953 RB    - - - - 
   1627 Ivar               1929 SH    - - - - 
   1639 Bower              1951 RB    - - - - 
   1644 Rafita             1935 YA    - - - - 
   1648 Shajna             1935 RF    - - - - 
   1650 Heckmann           1937 TG    0.032 - 
   1655 Comas Sola         1929 WG    - - - - 
   1657 Roemera            1961 EA    - - - - 
   1658 Innes              1953 NA    - - - - 
   1665 Gaby               1930 DQ    - - - - 
   1669 Dagmar             1934 RS    0.038 2 
   1681 Steinmetz          1948 WE    - - - - 
   1685 Toro               1948 OA    - - - - 
   1691 Oort               1956 RB    0.047 - 
   1693 Hertzsprung        1935 LA    - - - - 
   1694 Kaiser             1934 SB    - - - - 
   1700 Zvezdara           1940 QC    - - - - 
   1702 Kalahari           A924 NC    - - - - 
   1707 Chantal            1932 RL    - - - - 
   1711 Sandrine           1935 BB    - - - - 
   1723 Klemola            1936 FX    0.145 - 
   1724 Vladimir           1932 DC    - - - - 
   1740 Paavo Nurmi        1939 UA    - - - - 
   1746 Brouwer            1963 RF    0.036 - 
   1747 Wright             1947 NH    - - - - 
   1748 Mauderli           1966 RA    0.028 - 
   1750 Eckert             1950 NA1   0.126 - 
   1754 Cunningham         1935 FE    0.022 - 
   1755 Lorbach            1936 VD    - - - - 
   1765 Wrubel             1957 XB    - - - - 
   1767 Lampland           1962 RJ    - - - - 
   1768 Appenzella         1965 SA    - - - - 
   1792 Reni               1968 BG    - - - - 
   1794 Finsen             1970 GA    - - - - 
   1796 Riga               1966 KB    - - - - 
   1815 Beethoven          1932 CE1   - - - - 
   1827 Atkinson           1962 RK    - - - - 
   1830 Pogson             1968 HA    - - - - 
   1842 Hynek              1972 AA    - - - - 
   1862 Apollo             1932 HA    0.210 3 
   1863 Antinous           1948 EA    0.272 - 
   1864 Daedalus           1971 FA    - - - - 
   1865 Cerberus           1971 UA    - - - - 
   1867 Deiphobus          1971 EA    0.028 - 
   1902 Shaposhnikov       1972 HU    - - - - 
   1911 Schubart           1973 UD    0.014 - 
   1915 Quetzalcoatl       1953 EA    0.250 4 
   1916 Boreas             1953 RA    - - - - 
   1919 Clemence           1971 SA    - - - - 
   1920 Sarmiento          1971 VO    - - - - 
   1931 Capek              1969 QB    - - - - 
   1943 Anteros            1973 EC    0.130 5 
   1952 Hesburgh           1951 JC    - - - - 
   1963 Bezovec            1975 CB    - - - - 
   1980 Tezcatlipoca       1950 LA    - - - - 
   1990 Pilcher            1956 EE    - - - - 
   2000 Herschel           1960 OA    - - - - 
   2001 Einstein           1973 EB    - - - - 
   2010 Chebyshev          1969 TL4   0.069 - 
   2035 Stearns            1973 SC    0.360 - 
   2048 Dwornik            1973 QA    0.372 - 
   2050 Francis            1974 KA    - - - - 
   2052 Tamriko            1976 UN    - - - - 
   2060 Chiron             1977 UB    0.110 6 
   2061 Anza               1960 UA    - - - - 
   2062 Aten               1976 AA    0.200 1 
   2067 Aksnes             1936 DD    0.033 - 
   2081 Sazava             1976 DH    0.064 - 
   2083 Smither            1973 WB    - - - - 
   2089 Cetacea            1977 VF    - - - - 
   2090 Mizuho             1978 EA    - - - - 
   2099 Opik               1977 VB    - - - - 
   2100 Ra-Shalom          1978 RA    0.060 7 
   2111 Tselina            1969 LG    - - - - 
   2131 Mayall             1975 RA    0.236 - 
   2134 Dennispalm         1976 YB    - - - - 
   2139 Makharadze         1970 MC    - - - - 
   2151 Hadwiger           1977 VX    - - - 9 
   2156 Kate               A917 SH    - - - - 
   2196 Ellicott           1965 BC    - - - - 
   2207 Antenor            1977 QH1   0.026 - 
   2208 Pushkin            1977 QL3   - - - - 
   2212 Hephaistos         1978 SB    - - - - 
   2223 Sarpedon           1977 TL3   0.030 - 
   2241 Alcathous          1979 WM    0.030 - 
   2246 Bowell             1979 XH    - - - - 
   2260 Neoptolemus        1975 WM1   - - - - 
   2266 Tchaikovsky        1974 VK    - - - - 
   2272 Montezuma          1972 FA    - - - - 
   2274 Ehrsson            1976 EA    - - - - 
   2278 Gotz               1953 GE    - - - - 
   2279 Barto              1968 DL    - - - - 
   2311 El Leoncito        1974 TA1   0.023 - 
   2312 Duboshin           1976 GU2   0.031 - 
   2340 Hathor             1976 UA    - - - - 
   2345 Fucik              1974 OS    - - - - 
   2357 Phereclos          1981 AC    0.035 - 
   2363 Cebriones          1977 TJ3   0.029 - 
   2368 Beltrovata         1977 RA    - - - - 
   2375 Radek              1975 AA    - - - - 
   2379 Heiskanen          1941 ST    0.059 - 
   2405 Welch              1963 UF    - - - - 
   2407 Haug               1973 DH    - - - - 
   2411 Zellner            1981 JK    - - - - 
   2422 Perovskaya         1968 HK1   - - - 10
   2430 Bruce Helin        1977 VC    - - - - 
   2449 Kenos              1978 GC    0.387 - 
   2491 Tvashtri           1977 CB    - - - - 
   2501 Lohja              1942 GD    0.206 - 
   2510 Shandong           1979 TH    - - - - 
   2577 Litva              1975 EE3   0.593 - 
   2608 Seneca             1978 DA    - - - - 
   2674 Pandarus           1982 BC3   - - - - 
   2735 Ellen              1977 RB    - - - - 
   2744 Birgitta           1975 RB    - - - - 
   2760 Kacha              1980 TU6   - - - - 
   2791 Paradise           1977 CA    - - - - 
   2809 Vernadskij         1978 QW2   - - - - 
   2830 Greenwich          1980 GA    - - - - 
   2893 Peiroos            1975 QD    - - - - 
   3102 Krok               1981 QA    - - - - 
   3123 Dunham             1981 QF2   - - - - 
   3124 Kansas             1981 VB    - - - - 
   3169 Ostro              1981 LA    - - - - 
   3199 Nefertiti          1982 RA    - - - - 
   3288 Seleucus           1982 DV    0.376 - 
   3757 - - -              1982 XB    0.220 8 
   4015 Wilson-Harrington  1979 VA    - - - - 
   4688 - - -              1980 WF    0.262 - 
  12746 - - -              1992 WC1   - - - 11
 136564 - - -              1977 VA    - - - - 
      0 - - -              1978 CA    - - - - 
